Rating,Title,Color,Brand,Link_Web,Num_Validation,E_comerce,Price
,,,,https://www.magazineluiza.com.br/notebook-asus-x543ma-celeron-4gb-156-500gb-win10-x543ma-go596t-asus-info/p/cd506jhagc/in/ntmk/,,Magazine Luiza,
"4,6",,,,https://www.magazineluiza.com.br/smartphone-lg-k9-tv-16gb-azul-4g-quad-core-2gb-ram-tela-5-cam-8mp-cam-selfie-5mp/p/220852000/te/telg/,30,Magazine Luiza,
,,,,https://www.magazineluiza.com.br/notebook-samsung-essentials-e20-np350xaa-kdabr-intel-celeron-tela-15-6-500gb-4gb-windows-10-home-titanio-dell/p/gek8fa1e29/in/ntmk/,,Magazine Luiza,
,,,,https://www.magazineluiza.com.br/notebook-vaio-vjf157f11x-b0511s-f15-metal-i7-8550u-1tb-8gb-156-hd-win10-home/p/jk55ec43g1/in/ntmk/,,Magazine Luiza,
,,,,https://www.magazineluiza.com.br/notebook-lenovo-idea330-15-6-i5-8250u-8gb-1tb-w10-81fe0002br-prata-bivolt/p/jhh7kakh75/in/ntmk/,,Magazine Luiza,
,,,,https://www.magazineluiza.com.br/iphone-8-apple-128gb-prateado-47-12mp-ios/p/155564900/te/ipn8/,,Magazine Luiza,
,,,,https://www.magazineluiza.com.br/notebook-acer-15-6-polegadas-core-i3-6006u-4gb-1tb-hd-windows-10-acer-informatica/p/5243362/in/ntmk/,,Magazine Luiza,
,,,,https://www.magazineluiza.com.br/cabo-flat-ba39-01397a-para-notebook-samsung-np300e5k-kf1br/p/je2g8ab6b0/in/cbfl/,,Magazine Luiza,
,,,,https://www.magazineluiza.com.br/lavadora-de-roupas-panasonic-na-f140b5w-14kg-cesto-inox-9-programas-de-lavagem/p/010556500/ed/lava/,,Magazine Luiza,
,,,,https://www.magazineluiza.com.br/notebook-lenovo-ideapad-330-81fe000ebr-intel-core-i5-4gb-1tb-tela-15-6-e-windows-10-home/p/fc9jkf912b/in/ntmk/,,Magazine Luiza,
,,,,https://www.magazineluiza.com.br/notebook-lenovo-idea330-15-6-ryzen7-8gb-2gb-1t-w10-81jq0002br/p/ega6j1aeje/in/ntmk/,,Magazine Luiza,
"3,5",,,,https://www.magazineluiza.com.br/iphone-11-pro-apple-64gb-dourado-58-12mp-ios/p/155562600/te/i11p/,2,Magazine Luiza,
5,,,,https://www.magazineluiza.com.br/iphone-11-pro-apple-64gb-cinza-espacial-58-12mp-ios/p/155562400/te/i11p/,1,Magazine Luiza,
,,,,https://www.magazineluiza.com.br/smartphone-motorola-g7-play-32gb-indigo-4g-2gb-ram-tela-57-cam-13mp-cam-selfie-8mp/p/155549300/te/mtgp/,,Magazine Luiza,
,,,,https://www.magazineluiza.com.br/smart-tv-led-43-polegadas-semp-toshiba-43s3900-full-hd-conversor-digital-2-hdmi-1-usb-wi-fi-60hz/p/jke001f68k/et/elit/,,Magazine Luiza,
,,,,https://www.magazineluiza.com.br/iphone-11-pro-max-apple-256gb-verde-meia-noite-65-12mp-ios/p/155564300/te/i11p/,,Magazine Luiza,
,,,,https://www.magazineluiza.com.br/iphone-11-pro-max-apple-64gb-prateado-65-12mp-ios/p/155563700/te/i11p/,,Magazine Luiza,
5,,,,https://www.magazineluiza.com.br/smartphone-asus-zenfone-5z-128gb-prata-4g-6gb-ram-tela-62-cam-12mp-8mp-selfie-8mp/p/220986900/te/ceba/,2,Magazine Luiza,
"4,0",,,,https://www.magazineluiza.com.br/smartphone-lg-k11-32gb-azul-4g-octa-core-3gb-ram-tela-53-cam-13mp-selfie-5mp-dual-chip/p/220797800/te/ceba/,107,Magazine Luiza,
,,,,https://www.magazineluiza.com.br/lavadora-cuba-ultrassonica-schuster-l220-com-dreno-127v/p/bf68h6783c/cp/lavu/,,Magazine Luiza,
,,,,https://www.magazineluiza.com.br/cesto-redondo-paris-i-trevisan/p/ke8jg40ed9/pi/rein/,,Magazine Luiza,
,,,,https://www.magazineluiza.com.br/lavadora-electrolux-lt09e-85kg-turbo-agitacao-127v/p/fc5e6kcdb2/ed/lava/,,Magazine Luiza,
"4,1",,,,https://www.magazineluiza.com.br/smartphone-lg-k12-32gb-azul-4g-3gb-ram-57-cam-16mp-selfie-8mp-inteligencia-artificial/p/155554200/te/k12m/,21,Magazine Luiza,
,,,,https://www.magazineluiza.com.br/iphone-xr-apple-64gb-coral-61-12mp-ios/p/220556100/te/ipxr/,,Magazine Luiza,
,,,,https://www.magazineluiza.com.br/lavadora-de-roupa-6kg-automatica-popmatic-6-programas-mueller/p/5808106/ed/lava/,,Magazine Luiza,
,,,,https://www.magazineluiza.com.br/lavadora-de-roupa-panasonic-16kg-9-programas-de-lavagem-na-f160p5xa-panasonic-l-branca/p/5904497/ed/lava/,,Magazine Luiza,
,,,,https://www.magazineluiza.com.br/maquina-de-lavar-brastemp-11kg-cor-inox-com-sistema-fast-cycle-e-funcao-extra-seca/p/9265608/ed/lava/,,Magazine Luiza,
,,,,https://www.magazineluiza.com.br/smartphone-lg-k9-tv-16gb-preto-4g-quad-core-2gb-ram-tela-5-cam-8mp-cam-selfie-5mp/p/155538800/te/ceba/,,Magazine Luiza,
,,,,https://www.magazineluiza.com.br/lavadora-de-roupa-automatica-electrolux-lac11-10-5-kg-12-programas-de-lavagem/p/ba29g0fff3/ed/lava/,,Magazine Luiza,
,,,,https://www.magazineluiza.com.br/lavadora-de-roupa-consul-automatica-9kg-cwb09/p/ddd16a2f7c/ed/lava/,,Magazine Luiza,
,,,,https://www.magazineluiza.com.br/smartphone-lg-k11-32gb-preto-4g-octa-core-3gb-ram-tela-53-cam-13mp-cam-selfie-5mp/p/fd2d6e652e/te/lk11/,,Magazine Luiza,
,,,,https://www.magazineluiza.com.br/lavadora-de-roupa-lca12-115-kg-branca-colormaq/p/kh2e2e9g7d/ed/lava/,,Magazine Luiza,
,,,,https://www.magazineluiza.com.br/iphone-xr-apple-256gb-amarelo-61-12mp-ios/p/220557100/te/ipxr/,,Magazine Luiza,
,,,,https://www.magazineluiza.com.br/lavadora-de-roupa-15kg-brastemp-2-cestos-bwd15ab/p/6623690/ed/lava/,,Magazine Luiza,
,,,,https://www.magazineluiza.com.br/lavadora-de-roupa-automatica-consul-11kg-cwh11/p/kkbh8291kb/ed/lava/,,Magazine Luiza,
"4,7",,,,https://www.magazineluiza.com.br/lavadora-de-roupas-panasonic-na-f160b5wa-16kg-cesto-inox-9-programas-de-lavagem/p/010556700/ed/lava/,48,Magazine Luiza,
5,,,,https://www.magazineluiza.com.br/lavadora-consul-cwb09-9kg-dosagem-extra-economica-e-ciclo-edredom/p/ebj86d1013/ed/lava/,3,Magazine Luiza,
"3,9",,,,https://www.magazineluiza.com.br/smartphone-lg-k12-prime-64gb-azul-4g-octa-core-3gb-ram-tela-626-cam-dupla-cam-selfie-13mp/p/155558000/te/k12m/,69,Magazine Luiza,
,,,,https://www.magazineluiza.com.br/lavadora-de-roupa-brastemp-15kg-bwh15ab-220v/p/jb4795hk4b/ed/lava/,,Magazine Luiza,
,,,,https://www.magazineluiza.com.br/iphone-xs-apple-512gb-prateado-58-12mp-ios/p/220558600/te/ipxs/,,Magazine Luiza,
,,,,https://www.magazineluiza.com.br/lavadora-de-roupa-brastemp-15kg-bwh15ab-110v/p/hggefhk0d3/ed/lava/,,Magazine Luiza,
"4,2",,,,https://www.magazineluiza.com.br/smartphone-asus-zenfone-max-pro-m1-32gb-preto-4g-3gb-ram-tela-6-cam-dupla-cam-selfie-8mp/p/220985500/te/tcsp/,36,Magazine Luiza,
"4,6",,,,https://www.magazineluiza.com.br/smartphone-asus-zenfone-5-128gb-prata-4g-octa-core-4gb-ram-tela-62-cam-dupla-cam-selfie-8mp/p/220986100/te/tcsp/,17,Magazine Luiza,
3,,,,https://www.magazineluiza.com.br/lavadora-de-roupa-automatica-13kg-electrolux-lac13/p/6545357/ed/lava/,1,Magazine Luiza,
,,,,https://www.magazineluiza.com.br/lava-e-seca-samsung-11kg-addwash-wd11k6410oxfaz-14-programas-de-lavagem/p/221492200/ed/ela1/,,Magazine Luiza,
,,,,https://www.magazineluiza.com.br/lavadora-de-roupa-6kg-automatica-popmatic-6-programas-mueller/p/6111098/ed/lava/,,Magazine Luiza,
,,,,https://www.magazineluiza.com.br/maquina-de-lavar-consul-8kg-dosagem-extra-economica-e-ciclo-edredom-cwb08ab/p/ee1e9aeg28/ed/lava/,,Magazine Luiza,
,,,,https://www.magazineluiza.com.br/smartphone-asus-zenfone-max-shot-64gb-preto-4g-octa-core-4gb-626-cam-tripla-selfie-8mp/p/222181300/te/tcsp/,,Magazine Luiza,
,,,,https://www.magazineluiza.com.br/lavadora-de-roupas-samsung-ww11j44530w-az-11kg-12-programas-de-lavagem/p/013002500/ed/ela1/,,Magazine Luiza,
5,,,,https://www.magazineluiza.com.br/iphone-xs-max-apple-512gb-cinza-espacial-65-12mp-ios/p/220557800/te/ixsm/,1,Magazine Luiza,
5,,,,https://www.magazineluiza.com.br/iphone-xs-max-apple-256gb-cinza-espacial-65-12mp-ios/p/220557500/te/ixsm/,4,Magazine Luiza,
,,,,https://www.magazineluiza.com.br/lavadora-de-roupa-automatica-electrolux-lac11-10-5-kg-12-programas-de-lavagem/p/ddeg2eb4hd/ed/lava/,,Magazine Luiza,
,,,,https://www.magazineluiza.com.br/lavadora-electrolux-turbo-agitacao-85kg-lt09e-220-volts/p/cb3ajjgej5/ed/lava/,,Magazine Luiza,
,,,,https://www.magazineluiza.com.br/lavadora-de-roupa-15kg-brastemp-2-cestos-bwd15ab/p/aek613daf7/ed/lava/,,Magazine Luiza,
,,,,https://www.magazineluiza.com.br/tv-led-hd-panasonic-32-hdmi-usb-preta/p/fed0khg4kd/et/tves/,,Magazine Luiza,
,,,,https://www.magazineluiza.com.br/tv-led-hd-philco-19-5-ph20m91d-hdmi-usb-conversor-digital/p/6149946/et/tled/,,Magazine Luiza,
,Smart TV LED 40” Full HD Panasonic TC-40FS500B 2 HDMI 2 USB WiFi,,,https://www.magazineluiza.com.br/smart-tv-led-40-full-hd-panasonic-tc-40fs500b-2-hdmi-2-usb-wifi/p/hgj99gfkj8/et/elit/,,Magazine Luiza,1.842.03
3,Smart TV HD DLED 32” JVC LT-32MB208 Android - LT-32MB208 Wi-Fi Bluetooth HDR 3 HDMI 2 USB,,,https://www.magazineluiza.com.br/smart-tv-hd-dled-32-jvc-lt-32mb208-android-lt-32mb208-wi-fi-bluetooth-hdr-3-hdmi-2-usb/p/193437100/et/elit/,1,Magazine Luiza,1.299.00
"4,3",Smart TV LED 43” TCL 43S6500 Full HD - Android Wi-Fi 2 HDMI 1 USB,,,https://www.magazineluiza.com.br/smart-tv-led-43-tcl-43s6500-full-hd-android-wi-fi-2-hdmi-1-usb/p/193426800/et/elit/,297,Magazine Luiza,1.799.30
"4,3",Smart TV 4K UHD LED 50” TCL 50P715 Android Wi-Fi - Bluetooth 3 HDMI 2 USB,,,https://www.magazineluiza.com.br/smart-tv-4k-uhd-led-50-tcl-50p715-android-wi-fi-bluetooth-3-hdmi-2-usb/p/193436200/et/elit/,28,Magazine Luiza,2.229.65
"4,4",Smart TV Android 43'' LED Full HD Semp 43S5300 2 HDMI 1 USB,,,https://www.magazineluiza.com.br/smart-tv-android-43-led-full-hd-semp-43s5300-2-hdmi-1-usb/p/fd9ch584he/et/elit/,93,Magazine Luiza,1.890.53
"4,3",Smart TV 4K UHD LED 50” TCL 50P715 Android Wi-Fi - Bluetooth 3 HDMI 2 USB,,,https://www.magazineluiza.com.br/smart-tv-4k-uhd-led-50-tcl-50p715-android-wi-fi-bluetooth-3-hdmi-2-usb/p/193436200/et/elit/,28,Magazine Luiza,2.229.65
"3,9",Smart TV UHD 4K LED IPS 55” LG 55UN7310PSC Wi-Fi - Bluetooth HDR Inteligência Artificial 3 HDMI 2 USB,,,https://www.magazineluiza.com.br/smart-tv-uhd-4k-led-ips-55-lg-55un7310psc-wi-fi-bluetooth-hdr-inteligencia-artificial-3-hdmi-2-usb/p/225376600/et/elit/,56,Magazine Luiza,2.754.05
"3,9",Smart TV UHD 4K LED IPS 55” LG 55UN7310PSC Wi-Fi - Bluetooth HDR Inteligência Artificial 3 HDMI 2 USB,,,https://www.magazineluiza.com.br/smart-tv-uhd-4k-led-ips-55-lg-55un7310psc-wi-fi-bluetooth-hdr-inteligencia-artificial-3-hdmi-2-usb/p/225376600/et/elit/,56,Magazine Luiza,2.754.05
"4,4",Smart TV Android 43'' LED Full HD Semp 43S5300 2 HDMI 1 USB,,,https://www.magazineluiza.com.br/smart-tv-android-43-led-full-hd-semp-43s5300-2-hdmi-1-usb/p/fd9ch584he/et/elit/,93,Magazine Luiza,1.890.53
"3,1",Smart TV LED 43” HQ HQSTV43NY Ultra HD 4K Netflix Youtube 2 HDMI 2 USB Wi-Fi,,,https://www.magazineluiza.com.br/smart-tv-led-43-hq-hqstv43ny-ultra-hd-4k-netflix-youtube-2-hdmi-2-usb-wi-fi/p/kfch8a023a/et/elit/,32,Magazine Luiza,1.673.10
,Smart TV LED PRO 32'' HD LG 32LM 621 3 HDMI 2 USB Wi-fi Conversor Digital,,,https://www.magazineluiza.com.br/smart-tv-led-pro-32-hd-lg-32lm-621-3-hdmi-2-usb-wi-fi-conversor-digital/p/haj33g91j2/et/elit/,,Magazine Luiza,1.337.63
"4,5",Smart TV LED PRO 43'' Full HD LG 43LM 631 3 HDMI 2 USB Wi-fi Conversor Digital,,,https://www.magazineluiza.com.br/smart-tv-led-pro-43-full-hd-lg-43lm-631-3-hdmi-2-usb-wi-fi-conversor-digital/p/gkg76gc40f/et/elit/,390,Magazine Luiza,1.842.03
"4,4",Smart TV 4K Crystal UHD 58” Samsung UN58TU7020GXZD - Wi-Fi Bluetooth HDR10+ 2 HDMI 1 USB,,,https://www.magazineluiza.com.br/smart-tv-4k-crystal-uhd-58-samsung-un58tu7020gxzd-wi-fi-bluetooth-hdr10-2-hdmi-1-usb/p/193435500/et/elit/,50,Magazine Luiza,3.039.05
,Smart TV LED 32” HD HQ HQSTV32NP Netflix Youtube 2 HDMI 2 USB Wi-Fi,,,https://www.magazineluiza.com.br/smart-tv-led-32-hd-hq-hqstv32np-netflix-youtube-2-hdmi-2-usb-wi-fi/p/beaggfbdjc/et/elit/,,Magazine Luiza,1.259.10
,Smart TV LED 40” Full HD Panasonic TC-40FS500B 2 HDMI 2 USB WiFi,,,https://www.magazineluiza.com.br/smart-tv-led-40-full-hd-panasonic-tc-40fs500b-2-hdmi-2-usb-wifi/p/hgj99gfkj8/et/elit/,,Magazine Luiza,1.842.03
3,Smart TV HD DLED 32” JVC LT-32MB208 Android - LT-32MB208 Wi-Fi Bluetooth HDR 3 HDMI 2 USB,,,https://www.magazineluiza.com.br/smart-tv-hd-dled-32-jvc-lt-32mb208-android-lt-32mb208-wi-fi-bluetooth-hdr-3-hdmi-2-usb/p/193437100/et/elit/,1,Magazine Luiza,1.299.00
5,"iPhone 11 Apple 256GB Branco 6,1” 12MP iOS",,,https://www.magazineluiza.com.br/iphone-11-apple-256gb-branco-61-12mp-ios/p/155611800/te/ip11/,3,Magazine Luiza,4.649.07
"4,5",Smart TV HD LED 32” LG 32LM625BPSB Wi-Fi Bluetooth - HDR Inteligência Artificial 3 HDMI 2 USB,,,https://www.magazineluiza.com.br/smart-tv-hd-led-32-lg-32lm625bpsb-wi-fi-bluetooth-hdr-inteligencia-artificial-3-hdmi-2-usb/p/193428500/et/elit/,520,Magazine Luiza,1.399.00
"4,3",Smart TV Full HD LED 43” AOC 43S5195/78G - Wi-Fi 3 HDMI 1 USB,,,https://www.magazineluiza.com.br/smart-tv-full-hd-led-43-aoc-43s5195-78g-wi-fi-3-hdmi-1-usb/p/193433700/et/elit/,150,Magazine Luiza,2.099.00
"4,3",Smart TV LED 43” TCL 43S6500 Full HD - Android Wi-Fi 2 HDMI 1 USB,,,https://www.magazineluiza.com.br/smart-tv-led-43-tcl-43s6500-full-hd-android-wi-fi-2-hdmi-1-usb/p/193426800/et/elit/,297,Magazine Luiza,1.799.30
,,,,https://www.magazineluiza.com.br/lavadora-de-roupa-panasonic-12-kg-na-f120b5ga-cinza-metalico/p/5268569/ed/lava/,,Magazine Luiza,
,"Notebook Acer Aspire 5 A515-54-587L Intel Core i5 - Quad-Core 8GB 256GB SSD 15,6” + Teclado e Mouse",,,https://www.magazineluiza.com.br/notebook-acer-aspire-5-a515-54-587l-intel-core-i5-quad-core-8gb-256gb-ssd-156-teclado-e-mouse/p/229360700/in/nota/,,Magazine Luiza,4.681.60
"4,5","Notebook Dell Inspiron 15 3000 210-AXJS - Intel Core i7 8GB 256GB SSD 15,6” Windows 10",,,https://www.magazineluiza.com.br/notebook-dell-inspiron-15-3000-210-axjs-intel-core-i7-8gb-256gb-ssd-156-windows-10/p/135559100/in/nodl/,4,Magazine Luiza,4.749.05
1,"Notebook Multilaser M11w 2gb Ram Win10 32gb Quad 11,6” Nb258",,,https://www.magazineluiza.com.br/notebook-multilaser-m11w-2gb-ram-win10-32gb-quad-116-nb258/p/6032135/in/n2e1/,1,Magazine Luiza,1.614.05
"4,4",Smart TV Android 43'' LED Full HD Semp 43S5300 2 HDMI 1 USB,,,https://www.magazineluiza.com.br/smart-tv-android-43-led-full-hd-semp-43s5300-2-hdmi-1-usb/p/fd9ch584he/et/elit/,93,Magazine Luiza,1.890.53
,Notebook 2 em 1 Dell Inspiron 5406-OSC10S 14” Touch 11ª G Intel Core i3 4GB 128GB SSD Windows 10 McAfee + Complete Care,,,https://www.magazineluiza.com.br/notebook-2-em-1-dell-inspiron-5406-osc10s-14-touch-11a-g-intel-core-i3-4gb-128gb-ssd-windows-10-mcafee-complete-care/p/ch30d87c3k/in/nodl/,,Magazine Luiza,4.745.00
"3,1",Smart TV LED 43” HQ HQSTV43NY Ultra HD 4K Netflix Youtube 2 HDMI 2 USB Wi-Fi,,,https://www.magazineluiza.com.br/smart-tv-led-43-hq-hqstv43ny-ultra-hd-4k-netflix-youtube-2-hdmi-2-usb-wi-fi/p/kfch8a023a/et/elit/,32,Magazine Luiza,1.673.10
,"Notebook Lenovo Ideapad S145 81V7000CBR - AMD Ryzen 3 8GB 256GB SSD 15,6” LCD Windows 10",,,https://www.magazineluiza.com.br/notebook-lenovo-ideapad-s145-81v7000cbr-amd-ryzen-3-8gb-256gb-ssd-156-lcd-windows-10/p/228062200/in/leip/,,Magazine Luiza,3.134.05
5,Notebook Dell Inspiron 14 5000 i14-5490-A20S - Intel Core i5 8GB 256GB SSD 14” Full HD,,,https://www.magazineluiza.com.br/notebook-dell-inspiron-14-5000-i14-5490-a20s-intel-core-i5-8gb-256gb-ssd-14-full-hd/p/226415200/in/nodl/,2,Magazine Luiza,5.224.05
5,"Notebook Positivo Motion Gray C4128E Intel Celeron - Dual-Core 4GB 128GB SSD 14,1” LED Windows 10",,,https://www.magazineluiza.com.br/notebook-positivo-motion-gray-c4128e-intel-celeron-dual-core-4gb-128gb-ssd-141-led-windows-10/p/228001000/in/ptvm/,1,Magazine Luiza,1.994.05
,Notebook 2 em 1 Dell Inspiron 5406-M30S 14” Full HD Touch 11ª Geração Intel Core i7 8GB 256GB SSD Windows 10 McAfee,,,https://www.magazineluiza.com.br/notebook-2-em-1-dell-inspiron-5406-m30s-14-full-hd-touch-11a-geracao-intel-core-i7-8gb-256gb-ssd-windows-10-mcafee/p/kj1a3318f7/in/nodl/,,Magazine Luiza,6.699.00
"4,7",Smart TV LED 55” 4K UHD LG 55UN731C 3 HDMI 2 USB Wi-Fi Assitente Virtual Bluetooth,,,https://www.magazineluiza.com.br/smart-tv-led-55-4k-uhd-lg-55un731c-3-hdmi-2-usb-wi-fi-assitente-virtual-bluetooth/p/dkeh3e6a3c/et/tv4k/,71,Magazine Luiza,2.618.03
"4,3",Notebook Lenovo Ultrafino ideapad S145 Ryzen 3 8GB 256GB SSD Windows 10 15.6” 81V7000CBR Prata,,,https://www.magazineluiza.com.br/notebook-lenovo-ultrafino-ideapad-s145-ryzen-3-8gb-256gb-ssd-windows-10-15-6-81v7000cbr-prata/p/eaj0e89hhk/in/leip/,3,Magazine Luiza,3.399.00
"4,2","iPhone 11 Apple 64GB Preto 6,1” 12MP iOS",,,https://www.magazineluiza.com.br/iphone-11-apple-64gb-preto-61-12mp-ios/p/155608700/te/ip11/,13,Magazine Luiza,3.887.40
"4,1","Smartphone Samsung Galaxy A01 32GB Preto Octa-Core - 2GB RAM Tela 5,7” Câm. Dupla + Câm. Selfie 5MP",,,https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a01-32gb-preto-octa-core-2gb-ram-tela-57-cam-dupla-cam-selfie-5mp/p/155574300/te/gx01/,90,Magazine Luiza,674.10
,"Notebook Dell Inspiron 15 5000 i15-5590-A30S - Intel Core i7 16GB 256GB SSD 15,6” Full HD",,,https://www.magazineluiza.com.br/notebook-dell-inspiron-15-5000-i15-5590-a30s-intel-core-i7-16gb-256gb-ssd-156-full-hd/p/226415500/in/nodl/,,Magazine Luiza,6.459.05
,Notebook Positivo Motion C4500E Intel Celeron Dual-Core Windows 10 Home 14” - Cinza,,,https://www.magazineluiza.com.br/notebook-positivo-motion-c4500e-intel-celeron-dual-core-windows-10-home-14-cinza/p/kgec25j0ea/in/ptvm/,,Magazine Luiza,2.699.00
"4,0","Notebook Lenovo Ideapad S145 82DJ0001BR - Intel Core i5 8GB 1TB 15,6” Windows 10",,,https://www.magazineluiza.com.br/notebook-lenovo-ideapad-s145-82dj0001br-intel-core-i5-8gb-1tb-156-windows-10/p/226104200/in/leip/,24,Magazine Luiza,3.609.05
,"Notebook Positivo Motion Gray Q4128C-S Intel Atom - 4GB 128GB eMMC 14,1” LED Windows 10",,,https://www.magazineluiza.com.br/notebook-positivo-motion-gray-q4128c-s-intel-atom-4gb-128gb-emmc-141-led-windows-10/p/135295100/in/ptvm/,,Magazine Luiza,1.899.05
3,"Notebook Vaio FE15 VJFE53F11X-B0211H - Intel Core i3 4GB 256GB SSD 15,6” LED Windows 10",,,https://www.magazineluiza.com.br/notebook-vaio-fe15-vjfe53f11x-b0211h-intel-core-i3-4gb-256gb-ssd-156-led-windows-10/p/227904100/in/note/,3,Magazine Luiza,3.039.05
,Notebook Acer Aspire 3 AMD Ryzen 5-3500U 1TB 15.6 - A315-23G-R24V,,,https://www.magazineluiza.com.br/notebook-acer-aspire-3-amd-ryzen-5-3500u-1tb-15-6-a315-23g-r24v/p/dhf9bhdec9/in/nota/,,Magazine Luiza,4.499.90
"4,3","Notebook Samsung Book X20 Intel Core i5 4GB 1TB - 15,6” Full HD Windows 10",,,https://www.magazineluiza.com.br/notebook-samsung-book-x20-intel-core-i5-4gb-1tb-156-full-hd-windows-10/p/225395300/in/nsbo/,11,Magazine Luiza,3.609.05
"4,6","Notebook Samsung Book X45 Intel Core i5 8GB - 256GB SSD 15,6” Placa de Vídeo 2GB Windows 10",,,https://www.magazineluiza.com.br/notebook-samsung-book-x45-intel-core-i5-8gb-256gb-ssd-156-placa-de-video-2gb-windows-10/p/225395800/in/nsbo/,21,Magazine Luiza,4.274.05
"3,4","Notebook Samsung Book X40 Intel Core i5 8GB 1TB - 15,6” Placa de Vídeo 2GB Windows 10",,,https://www.magazineluiza.com.br/notebook-samsung-book-x40-intel-core-i5-8gb-1tb-156-placa-de-video-2gb-windows-10/p/225395700/in/nsbo/,11,Magazine Luiza,4.084.05
"3,8","Notebook Samsung Book E30 Intel Core i3 4GB 1TB - 15,6” Full HD Windows 10",,,https://www.magazineluiza.com.br/notebook-samsung-book-e30-intel-core-i3-4gb-1tb-156-full-hd-windows-10/p/135258300/in/nsbo/,93,Magazine Luiza,3.299.00
"4,7",Smart TV LED 55” 4K UHD LG 55UN731C 3 HDMI 2 USB Wi-Fi Assitente Virtual Bluetooth,,,https://www.magazineluiza.com.br/smart-tv-led-55-4k-uhd-lg-55un731c-3-hdmi-2-usb-wi-fi-assitente-virtual-bluetooth/p/dkeh3e6a3c/et/tv4k/,71,Magazine Luiza,2.618.03
,Notebook Dell Inspiron i15-3583-M3XP 8ª Geração Intel Core i5 8GB 1TB 15.6” Windows 10 Preto McAfee,,,https://www.magazineluiza.com.br/notebook-dell-inspiron-i15-3583-m3xp-8a-geracao-intel-core-i5-8gb-1tb-15-6-windows-10-preto-mcafee/p/ab81262e2h/in/nodl/,,Magazine Luiza,4.397.00
5,"iPhone 11 Apple 256GB Preto 6,1” 12MP iOS",,,https://www.magazineluiza.com.br/iphone-11-apple-256gb-preto-61-12mp-ios/p/155611700/te/ip11/,2,Magazine Luiza,4.649.07
,"Notebook Lenovo Ultrafino Ideapad S145 15,6 Intel Celeron N4000, 4GB, 500GB Lx 81WTS00000",,,https://www.magazineluiza.com.br/notebook-lenovo-ultrafino-ideapad-s145-156-intel-celeron-n4000-4gb-500gb-lx-81wts00000/p/bk10984eee/in/leip/,,Magazine Luiza,2.583.53
